TOKEN_ID,TOKEN_NAME,Species,Location,Muscles,Armour,Helmet,Trim,Helmet Glow,Body Glow,Katanas,Katana Left,Katana Right,Robes,Shoulder Robe Right,Rare Equipment #1,Rare Equipment #2,Rare Equipment #3,Kunais,Kunai Left,Kunai Right,Shoulder Robe Left,Special Ability #1,Crossbow,Jetpack,Zweihanders,Zweihander Left,Glitchcloak,Special Ability #2,Shield,Speed,Stamina,Craftsmanship,Defence,Stealth,Leadership,Communication,Weapon Skill,Attack,Charge,Toughness,Health,Range,Damage,Intelligence,Freewill,Psychic,Magic,Battle Score,Medi Kits,Special Ability #3,Hood,Shadow Blades,Shadow Blade Right,Spears,Spear Left,Swiftcloak,Spear Right,Zweihander Right,Special Ability #4,Special Ability #5,Special Ability #6,Special Ability #7,Shadow Blade Left
5103,Asphodel,Hunter,Abandoned Building,Urban Camo,Urban Camo,Carbon Black,Carbon Black,,,,,,,,,,,,,,,Stalker,Equipped,,,,,,,86.0,66.0,60.0,68.0,102.0,76.0,100.0,86.0,75.0,57.0,64.0,63.0,84.0,73.0,85.0,85.0,0.0,0.0,68.0,,,Mesh Black,Single,Equipped,Single,Green,,,,,,,,
5104,Anjoli,Police,Urban,Black,Carbon Grey,Carbon Grey,,,Blue,Dual,Plasma Blue,Shiny,,,,,,,,,,,,,,,,,Equipped,80.0,68.0,67.0,62.0,43.0,48.0,100.0,61.0,61.0,50.0,46.0,64.0,36.0,49.0,85.0,85.0,0.0,0.0,56.0,Right,,,,,,,,,,,,,,
5105,Stachia,Defender,Laboratory,Silver,Glossy Black,Glossy White,Glossy White,White,Purple,,,,,,,,,,,,,Fools silver,,,Single,,Equipped,,,66.0,70.0,60.0,81.0,46.0,86.0,100.0,74.0,76.0,40.0,67.0,70.0,48.0,65.0,85.0,85.0,0.0,0.0,62.0,,,,,,,,,,Equipped,,,,,
5106,Fehst,Police,Urban,Blue Camo,Carbon Grey,Blue Camo,Blue Camo,Blue,,Single,,Shiny,,,,,,,,,,Herd immunity,,,,,,Bills kill,Equipped,70.0,66.0,74.0,77.0,48.0,54.0,100.0,69.0,67.0,52.0,58.0,90.0,32.0,44.0,85.0,85.0,0.0,0.0,60.0,Dual,,,,,,,,,,,,,,
5107,Perky,Civil,Workshop,Black,Yellow,Grey,,Purple,,Single,,Rusty,,,,,,,,,,Healer,,,,,,,,67.0,59.0,97.0,35.0,43.0,0.0,100.0,42.0,45.0,41.0,30.0,68.0,35.0,41.0,85.0,85.0,0.0,0.0,49.0,Dual,,,,,,,,,,,,,,
5108,Marcas,Sand,Desert,Amber,Tan,Tan,Amber,Orange,Green,,,,Single,Nylon Fabric Black Worn,,,,Single,Black Tip Kunai,,,Dead eye,Equipped,Equipped,,,,Shadow born,Equipped,81.0,62.0,72.0,54.0,63.0,55.0,100.0,71.0,60.0,68.0,51.0,59.0,68.0,62.0,85.0,85.0,0.0,0.0,61.0,,Jetburst,,,,,,,,,,,,,
5109,Starr,Snow,Arctic,Snow Camo,White,Glossy White,White,Blue,Orange,Single,Plasma Pink,,Full,Mesh Maroon,,,,Single,Black Tip Kunai,,Mesh Maroon,Ice surfer,Equipped,,,,,Dead eye,,78.0,67.0,64.0,67.0,50.0,80.0,100.0,100.0,90.0,55.0,57.0,57.0,102.0,78.0,85.0,85.0,0.0,0.0,68.0,,Plasma burn,Mesh Maroon,,,Single,,,Pink,,Javelin,Circus knives,,,
5110,Leor,Construction,Construction Site,Rust,Grey,Rust,Amber,,,,,,,,,,,,,,,Healer,,Equipped,,,,,,75.0,61.0,97.0,28.0,53.0,-12.0,100.0,35.0,38.0,47.0,31.0,68.0,43.0,40.0,85.0,85.0,0.0,0.0,49.0,Dual,,,,,,,,,,,,,,
5111,Morgrun,Police,Urban,Blue Camo,Dark Blue,Dark Blue,Black,Blue,,Dual,Plasma Blue,Shiny,,,,,,,,,,Strong arm,,,,,,Plasma burn,Equipped,68.0,71.0,65.0,75.0,51.0,56.0,100.0,66.0,66.0,54.0,72.0,77.0,41.0,54.0,85.0,85.0,0.0,0.0,60.0,Left,,,,,,,,,,,,,,
5112,Ancuta,Sand,Desert,Tan,Desert Camo,Amber,Desert Camo,Orange,Orange,Single,,Plasma Orange,,,,,,Single,Black Tip Kunai,,,Circus knives,,,,,,,Equipped,74.0,64.0,68.0,74.0,45.0,59.0,100.0,69.0,67.0,53.0,58.0,67.0,53.0,66.0,85.0,85.0,0.0,0.0,60.0,,,,,,,,,,,,,,,
5113,Remo,Jungle,Jungle,Army Camo,Glossy Black,Carbon Black,Army Camo,Orange,Blue,,,,Full,Mesh Swamp Green,,,,,,,Mesh Swamp Green,,Equipped,,,,,,,69.0,63.0,62.0,61.0,61.0,78.0,100.0,65.0,77.0,45.0,61.0,61.0,45.0,56.0,85.0,85.0,0.0,0.0,60.0,,,Mesh Swamp Green,,,,,,,,,,,,
5114,Aloni,Logistics,Brutalist,Grey,Orange,Orange,Orange,Yellow,Orange,,,,,,,,,,,,,Herd immunity,,Equipped,,,,Healer,,76.0,60.0,92.0,34.0,44.0,7.0,100.0,30.0,47.0,45.0,38.0,70.0,39.0,35.0,85.0,85.0,0.0,0.0,49.0,Left,,,,,,,,,,,,,,
5115,Hosomi,Citizen,Alley,Black,Grey,Grey,,,Orange,Dual,Rusty,Rusty,,,,,,,,,,Artisan,,,,,,Healer,,69.0,62.0,95.0,40.0,45.0,15.0,100.0,50.0,46.0,42.0,31.0,67.0,35.0,42.0,85.0,85.0,0.0,0.0,51.0,Dual,,,,,,,,,,,,,,
5116,Glarner,Sand,Desert,Desert Camo,Desert Camo,Amber,Tan,Green,Blue,,,,Single,,,,,Single,,Black Tip Kunai,Nylon Fabric Black Worn,Circus knives,,,,,,Shadow born,,66.0,58.0,64.0,75.0,60.0,79.0,100.0,84.0,82.0,58.0,63.0,63.0,66.0,73.0,85.0,85.0,0.0,0.0,65.0,,,Nylon Fabric Black Worn,,,Dual,Yellow,,Blue,,,,,,
5117,Meraz,Construction,Construction Site,Fire,Rust,Amber,Amber,Yellow,,,,,,,,,,,,,,Herd immunity,,,,,,Brickie,,72.0,61.0,105.0,45.0,36.0,7.0,100.0,49.0,50.0,40.0,50.0,77.0,34.0,40.0,85.0,85.0,0.0,17.0,53.0,Dual,Blazed,,,,,,,,,,,,,
5118,Voris,Construction,Crane Sunset,Rust,Amber,Amber,,,,,,,,,,,,,,,,Brickie,,,,,,Trust in rust,,69.0,56.0,90.0,29.0,46.0,-5.0,100.0,51.0,45.0,40.0,38.0,47.0,35.0,40.0,90.0,85.0,0.0,0.0,48.0,,,,,,,,,,,,,,,
5119,Ruad,Construction,Crane Sunset,Rust,Rust,Amber,Amber,Orange,Orange,,,,,,,,,,,,,Herd immunity,,Equipped,,,,,,77.0,66.0,99.0,30.0,47.0,1.0,100.0,40.0,41.0,49.0,37.0,59.0,39.0,40.0,85.0,85.0,0.0,0.0,50.0,Left,,,,,,,,,,,,,,
5120,Ekant,Civil,Workshop,Grey,Yellow,Yellow,,,,Dual,Rusty,Rusty,,,,,,,,,,Artisan,,,,,,Herd immunity,,71.0,66.0,115.0,36.0,47.0,-9.0,100.0,49.0,47.0,41.0,24.0,76.0,31.0,42.0,85.0,85.0,0.0,0.0,50.0,Dual,Healer,,,,,,,,,,,,,
5121,Ebony,Construction,Crane Sunset,Amber,Grey,Grey,Rust,Orange,Yellow,,,,,,,,,,,,,Healer,,Equipped,,,,,,75.0,61.0,102.0,37.0,45.0,5.0,100.0,43.0,44.0,50.0,40.0,74.0,43.0,40.0,85.0,85.0,0.0,0.0,52.0,Dual,,,,,,,,,,,,,,
5122,Griffey,Logistics,Brutalist,Grey,Grey,Grey,Rust,Yellow,,,,,,,,,,,,,,,,,,,,,,59.0,50.0,86.0,25.0,43.0,-5.0,100.0,24.0,39.0,36.0,31.0,35.0,35.0,35.0,85.0,85.0,0.0,0.0,42.0,,,,,,,,,,,,,,,
5123,Yshef,Jungle,Jungle,Army Camo,Green,Army Camo,Green,Yellow,Green,,,,Full,Mesh Swamp Green,,,,Single,Black Tip Kunai,,Mesh Swamp Green,Circus knives,,,,,,,,68.0,61.0,65.0,69.0,53.0,75.0,100.0,68.0,84.0,50.0,62.0,61.0,52.0,61.0,85.0,85.0,0.0,0.0,61.0,,,Mesh Swamp Green,,,,,,,,,,,,
5124,Flaregrip,Defender,Laboratory,Purple,Silver,Glossy Black,Glossy White,Purple,Pink,,,,,,,,,,,,,Final defence,,,Single,,Equipped,Unseen,,68.0,75.0,60.0,88.0,66.0,77.0,97.0,83.0,65.0,41.0,77.0,66.0,48.0,65.0,85.0,85.0,0.0,0.0,64.0,,,,,,,,,,Equipped,,,,,
5125,Vallone,Civil,Temple Ruins,White,Yellow,Yellow,Grey,Yellow,,Dual,Rusty,Rusty,,,,,,,,,,Healer,,,,,,,,65.0,61.0,98.0,42.0,44.0,2.0,100.0,45.0,48.0,42.0,36.0,74.0,35.0,42.0,85.0,85.0,0.0,0.0,50.0,Dual,,,,,,,,,,,,,,
5126,Sugar,Police,Urban,Blue Camo,Blue Camo,Dark Blue,Dark Blue,,Blue,Dual,Plasma Blue,Plasma Blue,,,,,,,,,,Healer,,,,,,Toughstuff,Equipped,77.0,72.0,70.0,96.0,45.0,60.0,100.0,70.0,72.0,60.0,58.0,103.0,38.0,52.0,85.0,85.0,0.0,0.0,64.0,Dual,,,,,,,,,,,,,,
5127,Acasio,Construction,Construction Site,Amber,Rust,Rust,,Yellow,Yellow,,,,,,,,,,,,,Jetburst,,Equipped,,,,,,79.0,61.0,99.0,27.0,46.0,-1.0,100.0,41.0,42.0,65.0,34.0,53.0,43.0,40.0,85.0,85.0,0.0,0.0,50.0,Dual,,,,,,,,,,,,,,
5128,Ruesga,Sand,Desert,Desert Camo,Desert Camo,Tan,Tan,Yellow,Green,Dual,Plasma Blue,Plasma Blue,,,,,,Single,,Black Tip Kunai,,Dead eye,Equipped,,,,,Circus knives,Equipped,80.0,70.0,67.0,81.0,49.0,66.0,100.0,93.0,88.0,62.0,61.0,70.0,72.0,72.0,85.0,85.0,0.0,0.0,67.0,,,,,,,,,,,,,,,
5129,Mendes,Police,Urban,Carbon Grey,Blue Camo,Dark Blue,,Blue,,Single,,Plasma Blue,,,,,,,,,,Herd immunity,,,,,,Healer,Equipped,78.0,70.0,74.0,85.0,44.0,51.0,100.0,62.0,63.0,52.0,51.0,103.0,32.0,47.0,85.0,85.0,0.0,0.0,60.0,Dual,Toughstuff,,,,,,,,,,,,,
5130,Semerdijan,Civil,Workshop,White,White,Grey,Yellow,,,Dual,Rusty,Rusty,,,,,,,,,,Bills kill,,,,,,Healer,,65.0,61.0,95.0,42.0,48.0,-5.0,100.0,55.0,54.0,41.0,34.0,67.0,37.0,42.0,85.0,85.0,0.0,0.0,50.0,Right,,,,,,,,,,,,,,
5131,Delmon,Logistics,Brutalist,Grey,Rust,Rust,,Orange,Yellow,,,,,,,,,,,,,,,,,,,,,63.0,50.0,85.0,19.0,41.0,-6.0,100.0,22.0,37.0,37.0,26.0,29.0,35.0,35.0,85.0,85.0,0.0,0.0,41.0,,,,,,,,,,,,,,,
5132,Serlin,Logistics,Brutalist,Rust,Fire,Grey,Orange,Orange,,,,,,,,,,,,,,,,Equipped,,,,,,74.0,55.0,82.0,33.0,41.0,4.0,100.0,32.0,48.0,44.0,39.0,43.0,46.0,35.0,85.0,85.0,0.0,7.0,47.0,,,,,,,,,,,,,,,
5133,Quintell,Construction,Construction Site,Rust,Amber,Rust,Rust,,Orange,,,,,,,,,,,,,Herd immunity,,,,,,Brickie,,67.0,61.0,102.0,33.0,45.0,-2.0,100.0,42.0,41.0,41.0,38.0,60.0,31.0,40.0,85.0,85.0,0.0,0.0,48.0,Right,,,,,,,,,,,,,,
5134,Cheololla,Zen,Lake,Electric,Glossy White,Glossy White,Platinum,White,Red,,,,Single,White High Gloss Silk,,,,,,,,Lightning struck,Equipped,,,,,,,80.0,63.0,65.0,82.0,46.0,112.0,100.0,90.0,73.0,49.0,79.0,81.0,51.0,66.0,75.0,85.0,0.0,17.0,67.0,Right,,,,,,,,,,,,,,
5135,Drusila,Hunter,Abandoned Building,Red,Glossy Black,Urban Camo,Glossy Black,,,,,,,,,,,,,,,Enabler,Equipped,,,,,,,96.0,74.0,60.0,61.0,77.0,62.0,97.0,72.0,62.0,46.0,61.0,59.0,83.0,61.0,85.0,85.0,0.0,0.0,63.0,,,,,,,,Equipped,,,,,,,
5136,Koral,Police,Urban,Carbon Grey,Dark Blue,Blue Camo,Blue Camo,,Blue,,,,,,,,,,,,,Herd immunity,,,,,,Healer,Equipped,67.0,63.0,74.0,70.0,45.0,52.0,100.0,55.0,55.0,47.0,56.0,102.0,30.0,42.0,85.0,85.0,0.0,0.0,57.0,Dual,,,,,,,,,,,,,,
5137,Avalon,Logistics,Brutalist,Grey,Orange,Orange,Orange,Orange,,,,,,,,,,,,,,Herd immunity,,Equipped,,,,Healer,,76.0,60.0,90.0,34.0,47.0,2.0,100.0,30.0,47.0,44.0,37.0,70.0,39.0,35.0,85.0,85.0,0.0,0.0,49.0,Left,,,,,,,,,,,,,,
5138,Mrevouge,Construction,Construction Site,Rust,Amber,Amber,Amber,Yellow,Yellow,,,,,,,,,,,,,,,,,,,,,60.0,56.0,95.0,39.0,41.0,7.0,100.0,47.0,45.0,42.0,43.0,56.0,35.0,40.0,85.0,85.0,0.0,0.0,49.0,Right,,,,,,,,,,,,,,
5139,Wizzle,Civil,Temple Ruins,White,Black,White,White,Purple,Purple,Dual,Rusty,Rusty,,,,,,,,,,Lore lover,,,,,,,,65.0,61.0,101.0,42.0,41.0,13.0,100.0,48.0,48.0,43.0,37.0,62.0,35.0,42.0,90.0,85.0,0.0,0.0,51.0,Dual,,,,,,,,,,,,,,
5140,Pindious,Construction,Construction Site,Rust,Rust,Blue Jelly,Amber,Orange,Orange,,,,,,,,,,,,,Healer,,Equipped,,,,Starkware,,80.0,61.0,99.0,34.0,41.0,9.0,100.0,45.0,48.0,54.0,40.0,75.0,48.0,40.0,90.0,85.0,0.0,10.0,53.0,Dual,Trust in rust,,,,,,,,,,,,,
5141,Nura,Civil,Workshop,Grey,Grey,Yellow,,Yellow,Purple,Single,,Rusty,,,,,,,,,,Healer,,,,,,,,67.0,59.0,101.0,34.0,40.0,4.0,100.0,41.0,44.0,42.0,30.0,67.0,35.0,41.0,85.0,85.0,0.0,0.0,49.0,Dual,,,,,,,,,,,,,,
5142,Zolli,Sand,Desert,Glossy Black,Desert Camo,Tan,Tan,Green,Blue,,,,,,,,,Single,,Black Tip Kunai,,,Equipped,,,,,,,67.0,60.0,65.0,60.0,59.0,63.0,100.0,66.0,59.0,46.0,57.0,57.0,52.0,62.0,85.0,85.0,0.0,0.0,58.0,,,Nylon Fabric Black Worn,,,,,,,,,,,,
5143,Beetle,Sand,Desert,Desert Camo,Desert Camo,Amber,Desert Camo,Green,Blue,,,,Single,,,,,Dual,Black Tip Kunai,Black Tip Kunai,Nylon Fabric Black Worn,Circus knives,Equipped,,,,,Shadow born,,66.0,58.0,63.0,73.0,67.0,73.0,100.0,76.0,72.0,51.0,64.0,64.0,71.0,68.0,85.0,85.0,0.0,0.0,63.0,,,Nylon Fabric Black Worn,,,,,,,,,,,,
5144,Machan,Sand,Desert,Hybrid PVD Coating,Tan,Desert Camo,Amber,Orange,Blue,Single,,Plasma Blue,,,,,,Single,Black Tip Kunai,,,Circus knives,Equipped,,,,,Shadow born,,78.0,69.0,66.0,69.0,50.0,72.0,100.0,84.0,80.0,54.0,59.0,59.0,72.0,73.0,85.0,85.0,0.0,15.0,65.0,,Lubed up,Nylon Fabric Black Worn,,,Single,Yellow,,,,,,,,
5145,Lemkul,Snow,Arctic,Carbon Grey,Snow Camo,Glossy White,Glossy White,Green,Blue,,,,Single,Mesh Maroon,,,,Single,Black Tip Kunai,,,Shadow born,Equipped,Equipped,,,,,,84.0,64.0,62.0,64.0,61.0,68.0,100.0,69.0,62.0,55.0,62.0,61.0,67.0,62.0,85.0,85.0,0.0,0.0,62.0,,,,,,,,,,,,,,,
5146,Eternal,Construction,Crane Sunset,Rust,Grey,Rust,Rust,Yellow,,,,,,,,,,,,,,,,Equipped,,,,,,75.0,61.0,94.0,25.0,50.0,-7.0,100.0,36.0,38.0,48.0,33.0,48.0,43.0,40.0,85.0,85.0,0.0,0.0,47.0,Right,,,,,,,,,,,,,,
5147,Ghiotto,Defender,Laboratory,Glossy Black,Glossy White,Glossy White,Glossy Black,White,White,,,,,,,,,,,,,Conceled,,,Single,,Equipped,Shield charmer,,71.0,72.0,60.0,73.0,66.0,86.0,105.0,73.0,75.0,49.0,62.0,63.0,48.0,65.0,85.0,85.0,0.0,0.0,63.0,,Mortal faith,,,,,,,,Equipped,,,,,
5148,Tangri,Snow,Arctic,Snow Camo,Snow Camo,White,White,Green,Green,Single,Plasma Blue,,Single,,,,,Single,,Black Tip Kunai,Mesh Maroon,Blessed one,Equipped,,,,,Dead eye,,73.0,65.0,65.0,72.0,56.0,85.0,100.0,102.0,92.0,59.0,61.0,61.0,87.0,73.0,85.0,85.0,0.0,0.0,68.0,,Shadow born,Mesh Maroon,,,Single,,,Pink,,,,,,
5149,Jeri,Construction,Crane Sunset,Rust,Amber,Amber,,Yellow,Yellow,,,,,,,,,,,,,Artisan,,Equipped,,,,Healer,,79.0,61.0,114.0,37.0,45.0,3.0,100.0,51.0,46.0,50.0,33.0,72.0,43.0,40.0,85.0,85.0,0.0,0.0,52.0,Dual,,,,,,,,,,,,,,
5150,Galis,Sand,Desert,Amber,Amber,Desert Camo,Amber,Orange,Orange,,,,Full,Nylon Fabric Black Worn,,,,Dual,Black Tip Kunai,Black Tip Kunai,Nylon Fabric Black Worn,Circus knives,,,,,,Shadow born,,67.0,60.0,69.0,70.0,68.0,74.0,100.0,72.0,66.0,48.0,60.0,58.0,61.0,67.0,85.0,85.0,0.0,0.0,62.0,,,Nylon Fabric Black Worn,,,,,,,,,,,,
5151,Jayden,Hunter,Abandoned Building,Glossy Black,Red,Red,Silver,,,Single,,Plasma Green,,,,,,Dual,Black Tip Kunai,EMP Kunai,,Jetburst,,Equipped,,,,,,99.0,72.0,60.0,75.0,74.0,65.0,100.0,83.0,79.0,70.0,60.0,58.0,80.0,77.0,85.0,85.0,0.0,0.0,68.0,,,,,,,,,,,,,,,
5152,Brilbelle,Civil,Temple Ruins,Black,Black,Yellow,Black,Yellow,Purple,Dual,Rusty,Rusty,,,,,,,,,,,,,,,,,,65.0,61.0,94.0,39.0,45.0,10.0,100.0,46.0,48.0,43.0,38.0,54.0,35.0,42.0,85.0,85.0,0.0,0.0,49.0,Right,,,,,,,,,,,,,,
5153,Mini,Jungle,Jungle,Green,Army Camo,Carbon Black,Glossy Black,Blue,Green,Single,Plasma Blue,,Full,Mesh Swamp Green,,,,,,,Mesh Swamp Green,Plasma burn,Equipped,,,,,Javelin,,75.0,67.0,62.0,71.0,54.0,86.0,100.0,90.0,96.0,55.0,62.0,61.0,63.0,72.0,85.0,85.0,0.0,0.0,66.0,,,Mesh Swamp Green,,,Single,,,Blue,,,,,,
5154,Chipper,Sand,Desert,Glossy Black,Amber,Amber,Amber,Blue,Blue,,,,,,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Starkware,,Equipped,,,,,,87.0,64.0,64.0,66.0,55.0,60.0,100.0,70.0,61.0,57.0,57.0,56.0,62.0,67.0,85.0,85.0,0.0,0.0,61.0,,,,,,,,,,,,,,,
5155,Sulnick,Construction,Crane Sunset,Amber,Grey,Grey,Grey,,Orange,,,,,,,,,,,,,,,Equipped,,,,,,75.0,61.0,95.0,35.0,47.0,1.0,100.0,44.0,44.0,49.0,41.0,55.0,43.0,40.0,85.0,85.0,0.0,0.0,50.0,Right,,,,,,,,,,,,,,
5156,Jamshid,Citizen,Alley,Carbon Grey,Urban Camo,Black,Urban Camo,,Orange,,,,,,,,,,,,,Healer,,,,,,,,63.0,58.0,74.0,56.0,47.0,34.0,100.0,52.0,52.0,45.0,53.0,83.0,35.0,40.0,85.0,85.0,0.0,0.0,53.0,Dual,,,,,,,,,,,,,,
5157,Tessera,Sand,Desert,Desert Camo,Amber,Amber,Tan,Green,Blue,,,,Single,Nylon Fabric Black Worn,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Mortal faith,,,,,,Javelin,,66.0,58.0,66.0,74.0,55.0,74.0,100.0,89.0,84.0,59.0,61.0,60.0,70.0,73.0,80.0,85.0,0.0,0.0,64.0,,Circus knives,Nylon Fabric Black Worn,,,Single,,,Yellow,,,,,,
5158,Womble,Snow,Arctic,Glossy White,Glossy White,Snow Camo,White,Blue,Orange,Single,,Plasma Pink,Single,,,,,Single,Black Tip Kunai,,Mesh Maroon,Ice surfer,Equipped,Equipped,,,,Dead eye,,93.0,73.0,62.0,71.0,56.0,74.0,100.0,104.0,90.0,62.0,59.0,59.0,87.0,73.0,85.0,85.0,0.0,0.0,69.0,,Javelin,,,,Single,Pink,,,,Shadow born,,,,
5159,Mickeal,Police,Urban,Carbon Grey,Carbon Grey,Carbon Grey,Carbon Grey,Blue,,Dual,Plasma Blue,Shiny,,,,,,,,,,,,,,,,,Equipped,79.0,68.0,70.0,76.0,43.0,59.0,100.0,64.0,64.0,51.0,55.0,78.0,36.0,49.0,85.0,85.0,0.0,0.0,59.0,Dual,,,,,,,,,,,,,,
5160,Taliaferro,Logistics,Warehouse,Grey,Grey,Rust,Orange,Orange,,,,,,,,,,,,,,Mortal faith,,Equipped,,,,,,74.0,55.0,90.0,26.0,49.0,-6.0,100.0,22.0,44.0,51.0,29.0,39.0,43.0,35.0,80.0,85.0,0.0,0.0,45.0,Left,,,,,,,,,,,,,,
5161,Parul,Civil,Temple Ruins,White,Yellow,Grey,Yellow,,Purple,Dual,Rusty,Rusty,,,,,,,,,,Final defence,,,,,,Lore lover,,65.0,68.0,96.0,44.0,45.0,3.0,100.0,55.0,47.0,42.0,42.0,55.0,35.0,42.0,90.0,85.0,0.0,0.0,51.0,Left,,,,,,,,,,,,,,
5162,Gemayel,Jungle,Jungle,Glossy Black,Carbon Black,Army Camo,Glossy Black,Blue,Orange,,,,Single,Mesh Swamp Green,,,,Single,Black Tip Kunai,,,Mortal faith,Equipped,,,,,Circus knives,,68.0,59.0,62.0,68.0,57.0,72.0,100.0,77.0,85.0,57.0,61.0,60.0,68.0,68.0,80.0,85.0,0.0,0.0,63.0,,,,,,Single,,,Blue,,,,,,
5163,Ilossa,Logistics,Warehouse,Grey,Orange,Rust,Rust,,Orange,,,,,,,,,,,,,,,Equipped,,,,,,74.0,55.0,87.0,30.0,48.0,-2.0,100.0,26.0,43.0,44.0,33.0,43.0,43.0,35.0,85.0,85.0,0.0,0.0,46.0,Left,,,,,,,,,,,,,,
5164,Leviticus,Defender,Laboratory,Glossy Black,Glossy Black,Purple,Silver,Blue,Blue,,,,Single,,,,,Single,EMP Kunai,,Mesh Light Purple,,,,Single,,,,,62.0,69.0,60.0,95.0,48.0,88.0,100.0,88.0,79.0,42.0,68.0,64.0,54.0,77.0,85.0,85.0,0.0,0.0,65.0,,,Mesh Light Purple,,,Single,White,,,Equipped,,,,,
5165,Alena,Citizen,Alley,Carbon Grey,Carbon Grey,Carbon Grey,Grey,,Orange,Single,,Rusty,,,,,,,,,,Artisan,,,,,,,,68.0,60.0,89.0,59.0,44.0,36.0,100.0,60.0,54.0,43.0,48.0,67.0,35.0,41.0,85.0,85.0,0.0,0.0,54.0,Dual,,,,,,,,,,,,,,
5166,Edilberto,Construction,Construction Site,Amber,Amber,Rust,Grey,,Orange,,,,,,,,,,,,,Artisan,,Equipped,,,,Healer,,75.0,61.0,113.0,40.0,48.0,5.0,100.0,53.0,47.0,65.0,39.0,78.0,43.0,40.0,85.0,85.0,0.0,0.0,54.0,Dual,Jetburst,,,,,,,,,,,,,
5167,Reynoldo,Hunter,Cave,Urban Camo,Glossy Black,Glossy Black,Silver,Red,Red,,,,,,,,,,,,,Stalker,Equipped,,,,,,,78.0,63.0,60.0,59.0,103.0,83.0,100.0,71.0,60.0,45.0,64.0,61.0,75.0,61.0,85.0,85.0,0.0,0.0,64.0,,,Mesh Black,,,,,,,,,,,,
5168,Baylor,Snow,Arctic,White,Hybrid PVD Coating,White,White,Green,Green,,,,Full,Mesh Maroon,,,,Dual,Black Tip Kunai,Black Tip Kunai,Mesh Maroon,Circus knives,,,,,,Shadow born,,65.0,58.0,67.0,68.0,41.0,81.0,100.0,84.0,80.0,51.0,57.0,57.0,88.0,79.0,85.0,85.0,0.0,5.0,64.0,,,Mesh Maroon,,,Dual,Pink,,Pink,,,,,,
5169,Natasha,Logistics,Brutalist,Orange,Grey,Rust,Orange,Yellow,Orange,,,,,,,,,,,,,Healer,,Equipped,,,,,,74.0,55.0,89.0,30.0,45.0,3.0,100.0,26.0,43.0,45.0,34.0,58.0,43.0,35.0,85.0,85.0,0.0,0.0,47.0,Left,,,,,,,,,,,,,,
5170,Mechan,Hunter,Cave,Red,Silver,Chlorine Caustics,Glossy Black,Pink,Red,,,,Full,Oil Splat Hybrid Metallic,,,,,,,Oil Splat Hybrid Metallic,,Equipped,,,,,,,84.0,67.0,60.0,79.0,68.0,99.0,100.0,89.0,84.0,52.0,67.0,63.0,74.0,73.0,85.0,85.0,0.0,7.0,69.0,,,,Single,Equipped,Single,Red,,,,,,,,
5171,Cyl,Civil,Temple Ruins,White,Yellow,White,Grey,Purple,Purple,Single,,Rusty,,,,,,,,,,,,,,,,,,63.0,59.0,97.0,41.0,40.0,14.0,100.0,43.0,46.0,42.0,37.0,59.0,35.0,41.0,85.0,85.0,0.0,0.0,49.0,Dual,,,,,,,,,,,,,,
5172,Tambria,Snow,Arctic,Glossy White,Snow Camo,White,Snow Camo,Green,Yellow,Single,,Plasma Pink,,,,,,Single,Black Tip Kunai,,,Circus knives,Equipped,,,,,Toughstuff,Equipped,72.0,64.0,65.0,93.0,45.0,67.0,100.0,83.0,81.0,57.0,60.0,74.0,69.0,73.0,85.0,85.0,0.0,0.0,65.0,,,,,,Single,Pink,,,,,,,,
5173,Sada,Civil,Temple Ruins,White,Yellow,Grey,Black,Purple,Yellow,Dual,Rusty,Rusty,,,,,,,,,,Healer,,,,,,,,65.0,61.0,94.0,38.0,45.0,9.0,100.0,45.0,47.0,43.0,37.0,68.0,35.0,42.0,85.0,85.0,0.0,0.0,50.0,Right,,,,,,,,,,,,,,
5174,Homer,Police,Urban,Carbon Grey,Dark Blue,Black,Dark Blue,,Blue,Dual,Plasma Blue,Plasma Blue,,,,,,,,,,,,,,,,,Equipped,79.0,72.0,66.0,73.0,41.0,57.0,100.0,67.0,66.0,54.0,53.0,70.0,38.0,52.0,85.0,85.0,0.0,0.0,59.0,Right,,,,,,,,,,,,,,
5175,Aliscia,Construction,Construction Site,Amber,Amber,Rust,Amber,,,,,,,,,,,,,,,Artisan,,Equipped,,,,Brickie,,85.0,61.0,116.0,43.0,52.0,-1.0,100.0,53.0,47.0,54.0,37.0,77.0,48.0,40.0,85.0,85.0,0.0,0.0,55.0,Dual,Healer,,,,,,,,,Starkware,,,,
5176,Marcee,Police,Urban,Carbon Grey,Blue Camo,Black,Black,Blue,,,,,,,,,,,,,,,,,,,,,Equipped,65.0,58.0,66.0,63.0,48.0,50.0,100.0,54.0,54.0,47.0,55.0,73.0,34.0,42.0,85.0,85.0,0.0,0.0,54.0,Left,,,,,,,,,,,,,,
